Country,Role,AR,WG,Total Country Authors,Total Authors,Percentage of Authors in Country
Montenegro,Coordinating Lead Author,2,1,0,15,0.0000
Montenegro,Coordinating Lead Author,2,2,0,43,0.0000
Montenegro,Coordinating Lead Author,2,3,0,12,0.0000
Montenegro,Coordinating Lead Author,3,1,0,23,0.0000
Montenegro,Coordinating Lead Author,3,2,0,42,0.0000
Montenegro,Coordinating Lead Author,3,3,0,20,0.0000
Montenegro,Coordinating Lead Author,4,1,0,25,0.0000
Montenegro,Coordinating Lead Author,4,2,0,51,0.0000
Montenegro,Coordinating Lead Author,4,3,0,25,0.0000
Montenegro,Coordinating Lead Author,5,1,0,29,0.0000
Montenegro,Coordinating Lead Author,5,2,0,64,0.0000
Montenegro,Coordinating Lead Author,5,3,0,34,0.0000
Montenegro,Lead Author,1,1,0,214,0.0000
Montenegro,Lead Author,1,2,0,11,0.0000
Montenegro,Lead Author,1,3,0,43,0.0000
Montenegro,Lead Author,2,1,0,84,0.0000
Montenegro,Lead Author,2,2,0,287,0.0000
Montenegro,Lead Author,2,3,0,65,0.0000
Montenegro,Lead Author,3,1,0,137,0.0000
Montenegro,Lead Author,3,2,0,184,0.0000
Montenegro,Lead Author,3,3,0,139,0.0000
Montenegro,Lead Author,4,1,0,139,0.0000
Montenegro,Lead Author,4,2,0,197,0.0000
Montenegro,Lead Author,4,3,0,175,0.0000
Montenegro,Lead Author,5,1,0,195,0.0000
Montenegro,Lead Author,5,2,0,236,0.0000
Montenegro,Lead Author,5,3,1,243,0.4115
Montenegro,Review Editor,3,1,0,21,0.0000
Montenegro,Review Editor,3,2,0,34,0.0000
Montenegro,Review Editor,3,3,0,19,0.0000
Montenegro,Review Editor,4,1,0,26,0.0000
Montenegro,Review Editor,4,2,0,46,0.0000
Montenegro,Review Editor,4,3,0,26,0.0000
Montenegro,Review Editor,5,1,0,50,0.0000
Montenegro,Review Editor,5,2,0,66,0.0000
Montenegro,Review Editor,5,3,0,36,0.0000
Montenegro,Contributing Author,1,1,0,29,0.0000
Montenegro,Contributing Author,1,2,0,147,0.0000
Montenegro,Contributing Author,1,3,0,9,0.0000
Montenegro,Contributing Author,2,1,0,352,0.0000
Montenegro,Contributing Author,2,2,0,294,0.0000
Montenegro,Contributing Author,2,3,0,28,0.0000
Montenegro,Contributing Author,3,1,0,518,0.0000
Montenegro,Contributing Author,3,2,0,232,0.0000
Montenegro,Contributing Author,3,3,0,71,0.0000
Montenegro,Contributing Author,4,1,0,496,0.0000
Montenegro,Contributing Author,4,2,0,217,0.0000
Montenegro,Contributing Author,4,3,0,84,0.0000
Montenegro,Contributing Author,5,1,0,603,0.0000
Montenegro,Contributing Author,5,2,0,386,0.0000
Morocco,Coordinating Lead Author,1,1,0,34,0.0000
Morocco,Coordinating Lead Author,1,2,0,13,0.0000
Morocco,Coordinating Lead Author,1,3,0,19,0.0000
Morocco,Coordinating Lead Author,2,1,0,15,0.0000
Morocco,Coordinating Lead Author,2,2,0,43,0.0000
Morocco,Coordinating Lead Author,2,3,0,12,0.0000
Morocco,Coordinating Lead Author,3,1,0,23,0.0000
Morocco,Coordinating Lead Author,3,2,0,42,0.0000
Morocco,Coordinating Lead Author,3,3,0,20,0.0000
Morocco,Coordinating Lead Author,4,1,0,25,0.0000
Morocco,Coordinating Lead Author,4,2,0,51,0.0000
Morocco,Coordinating Lead Author,4,3,0,25,0.0000
Morocco,Coordinating Lead Author,5,1,0,29,0.0000
Morocco,Coordinating Lead Author,5,2,0,64,0.0000
Morocco,Coordinating Lead Author,5,3,0,34,0.0000
Morocco,Lead Author,1,1,0,214,0.0000
Morocco,Lead Author,1,2,0,11,0.0000
Morocco,Lead Author,1,3,0,43,0.0000
Morocco,Lead Author,2,1,0,84,0.0000
Morocco,Lead Author,2,2,0,287,0.0000
Morocco,Lead Author,2,3,0,65,0.0000
Morocco,Lead Author,3,1,0,137,0.0000
Morocco,Lead Author,3,2,1,184,0.5435
Morocco,Lead Author,3,3,0,139,0.0000
Morocco,Lead Author,4,1,1,139,0.7194
Morocco,Lead Author,4,2,1,197,0.5076
Morocco,Lead Author,4,3,0,175,0.0000
Morocco,Lead Author,5,1,2,195,1.0256
Morocco,Lead Author,5,2,2,236,0.8475
Morocco,Lead Author,5,3,1,243,0.4115
Morocco,Review Editor,3,1,0,21,0.0000
Morocco,Review Editor,3,2,0,34,0.0000
Morocco,Review Editor,3,3,0,19,0.0000
Morocco,Review Editor,4,1,0,26,0.0000
Morocco,Review Editor,4,2,1,46,2.1739
Morocco,Review Editor,4,3,0,26,0.0000
Morocco,Review Editor,5,1,1,50,2.0000
Morocco,Review Editor,5,2,0,66,0.0000
Morocco,Review Editor,5,3,1,36,2.7778
Morocco,Contributing Author,1,1,0,29,0.0000
Morocco,Contributing Author,1,2,0,147,0.0000
Morocco,Contributing Author,1,3,0,9,0.0000
Morocco,Contributing Author,2,1,0,352,0.0000
Morocco,Contributing Author,2,2,0,294,0.0000
Morocco,Contributing Author,2,3,0,28,0.0000
Morocco,Contributing Author,3,1,0,518,0.0000
Morocco,Contributing Author,3,2,0,232,0.0000
Morocco,Contributing Author,3,3,0,71,0.0000
Morocco,Contributing Author,4,1,0,496,0.0000
Morocco,Contributing Author,4,2,1,217,0.4608
Morocco,Contributing Author,4,3,0,84,0.0000
Morocco,Contributing Author,5,1,0,603,0.0000
Morocco,Contributing Author,5,2,0,386,0.0000
Mozambique,Coordinating Lead Author,1,1,0,34,0.0000
Mozambique,Coordinating Lead Author,1,2,0,13,0.0000
Mozambique,Coordinating Lead Author,1,3,0,19,0.0000
Mozambique,Coordinating Lead Author,2,1,0,15,0.0000
Mozambique,Coordinating Lead Author,2,2,0,43,0.0000
Mozambique,Coordinating Lead Author,2,3,0,12,0.0000
Mozambique,Coordinating Lead Author,3,1,0,23,0.0000
Mozambique,Coordinating Lead Author,3,2,0,42,0.0000
Mozambique,Coordinating Lead Author,3,3,0,20,0.0000
Mozambique,Coordinating Lead Author,4,1,0,25,0.0000
Mozambique,Coordinating Lead Author,4,2,0,51,0.0000
Mozambique,Coordinating Lead Author,4,3,0,25,0.0000
Mozambique,Coordinating Lead Author,5,1,0,29,0.0000
Mozambique,Coordinating Lead Author,5,2,0,64,0.0000
Mozambique,Coordinating Lead Author,5,3,0,34,0.0000
Mozambique,Lead Author,1,1,0,214,0.0000
Mozambique,Lead Author,1,2,0,11,0.0000
Mozambique,Lead Author,1,3,0,43,0.0000
Mozambique,Lead Author,2,1,0,84,0.0000
Mozambique,Lead Author,2,2,0,287,0.0000
Mozambique,Lead Author,2,3,0,65,0.0000
Mozambique,Lead Author,3,1,0,137,0.0000
Mozambique,Lead Author,3,2,0,184,0.0000
Mozambique,Lead Author,3,3,0,139,0.0000
Mozambique,Lead Author,4,1,0,139,0.0000
Mozambique,Lead Author,4,2,1,197,0.5076
Mozambique,Lead Author,4,3,0,175,0.0000
Mozambique,Lead Author,5,1,0,195,0.0000
Mozambique,Lead Author,5,2,0,236,0.0000
Mozambique,Lead Author,5,3,0,243,0.0000
Mozambique,Review Editor,3,1,0,21,0.0000
Mozambique,Review Editor,3,2,0,34,0.0000
Mozambique,Review Editor,3,3,0,19,0.0000
Mozambique,Review Editor,4,1,0,26,0.0000
Mozambique,Review Editor,4,2,0,46,0.0000
Mozambique,Review Editor,4,3,0,26,0.0000
Mozambique,Review Editor,5,1,0,50,0.0000
Mozambique,Review Editor,5,2,0,66,0.0000
Mozambique,Review Editor,5,3,0,36,0.0000
Mozambique,Contributing Author,1,1,0,29,0.0000
Mozambique,Contributing Author,1,2,0,147,0.0000
Mozambique,Contributing Author,1,3,0,9,0.0000
Mozambique,Contributing Author,2,1,0,352,0.0000
Mozambique,Contributing Author,2,2,0,294,0.0000
Mozambique,Contributing Author,2,3,0,28,0.0000
Mozambique,Contributing Author,3,1,0,518,0.0000
Mozambique,Contributing Author,3,2,0,232,0.0000
Mozambique,Contributing Author,3,3,0,71,0.0000
Mozambique,Contributing Author,4,1,0,496,0.0000
Mozambique,Contributing Author,4,2,0,217,0.0000
Mozambique,Contributing Author,4,3,0,84,0.0000
Mozambique,Contributing Author,5,1,0,603,0.0000
Mozambique,Contributing Author,5,2,0,386,0.0000
N/A,Coordinating Lead Author,1,1,0,34,0.0000
N/A,Coordinating Lead Author,1,2,3,13,23.0769
N/A,Coordinating Lead Author,1,3,0,19,0.0000
N/A,Coordinating Lead Author,2,1,0,15,0.0000
N/A,Coordinating Lead Author,2,2,0,43,0.0000
N/A,Coordinating Lead Author,2,3,0,12,0.0000
N/A,Coordinating Lead Author,3,1,0,23,0.0000
N/A,Coordinating Lead Author,3,2,3,42,7.1429
N/A,Coordinating Lead Author,3,3,0,20,0.0000
N/A,Coordinating Lead Author,4,1,0,25,0.0000
N/A,Coordinating Lead Author,4,2,0,51,0.0000
N/A,Coordinating Lead Author,4,3,0,25,0.0000
N/A,Coordinating Lead Author,5,1,0,29,0.0000
N/A,Coordinating Lead Author,5,2,0,64,0.0000
N/A,Coordinating Lead Author,5,3,0,34,0.0000
N/A,Lead Author,1,1,4,214,1.8692
N/A,Lead Author,1,2,4,11,36.3636
N/A,Lead Author,1,3,0,43,0.0000
N/A,Lead Author,2,1,0,84,0.0000
N/A,Lead Author,2,2,1,287,0.3484
N/A,Lead Author,2,3,3,65,4.6154
N/A,Lead Author,3,1,59,137,43.0657
N/A,Lead Author,3,2,5,184,2.7174
N/A,Lead Author,3,3,13,139,9.3525
N/A,Lead Author,4,1,0,139,0.0000
N/A,Lead Author,4,2,0,197,0.0000
N/A,Lead Author,4,3,0,175,0.0000
N/A,Lead Author,5,1,0,195,0.0000
N/A,Lead Author,5,2,0,236,0.0000
N/A,Lead Author,5,3,0,243,0.0000
N/A,Review Editor,3,1,0,21,0.0000
N/A,Review Editor,3,2,1,34,2.9412
N/A,Review Editor,3,3,0,19,0.0000
N/A,Review Editor,4,1,0,26,0.0000
N/A,Review Editor,4,2,0,46,0.0000
N/A,Review Editor,4,3,0,26,0.0000
N/A,Review Editor,5,1,0,50,0.0000
N/A,Review Editor,5,2,0,66,0.0000
N/A,Review Editor,5,3,0,36,0.0000
N/A,Contributing Author,1,1,0,29,0.0000
N/A,Contributing Author,1,2,53,147,36.0544
N/A,Contributing Author,1,3,0,9,0.0000
N/A,Contributing Author,2,1,1,352,0.2841
N/A,Contributing Author,2,2,1,294,0.3401
N/A,Contributing Author,2,3,0,28,0.0000
N/A,Contributing Author,3,1,10,518,1.9305
N/A,Contributing Author,3,2,149,232,64.2241
N/A,Contributing Author,3,3,6,71,8.4507
N/A,Contributing Author,4,1,0,496,0.0000
N/A,Contributing Author,4,2,0,217,0.0000
N/A,Contributing Author,4,3,0,84,0.0000
N/A,Contributing Author,5,1,0,603,0.0000
N/A,Contributing Author,5,2,0,386,0.0000
Namibia,Coordinating Lead Author,1,1,0,34,0.0000
Namibia,Coordinating Lead Author,1,2,0,13,0.0000
Namibia,Coordinating Lead Author,1,3,0,19,0.0000
Namibia,Coordinating Lead Author,2,1,0,15,0.0000
Namibia,Coordinating Lead Author,2,2,0,43,0.0000
Namibia,Coordinating Lead Author,2,3,0,12,0.0000
Namibia,Coordinating Lead Author,3,1,0,23,0.0000
Namibia,Coordinating Lead Author,3,2,0,42,0.0000
Namibia,Coordinating Lead Author,3,3,0,20,0.0000
Namibia,Coordinating Lead Author,4,1,0,25,0.0000
Namibia,Coordinating Lead Author,4,2,0,51,0.0000
Namibia,Coordinating Lead Author,4,3,0,25,0.0000
Namibia,Coordinating Lead Author,5,1,0,29,0.0000
Namibia,Coordinating Lead Author,5,2,1,64,1.5625
Namibia,Coordinating Lead Author,5,3,0,34,0.0000
Namibia,Lead Author,1,1,0,214,0.0000
Namibia,Lead Author,1,2,0,11,0.0000
Namibia,Lead Author,1,3,0,43,0.0000
Namibia,Lead Author,2,1,0,84,0.0000
Namibia,Lead Author,2,2,0,287,0.0000
Namibia,Lead Author,2,3,0,65,0.0000
Namibia,Lead Author,3,1,0,137,0.0000
Namibia,Lead Author,3,2,0,184,0.0000
Namibia,Lead Author,3,3,0,139,0.0000
Namibia,Lead Author,4,1,0,139,0.0000
Namibia,Lead Author,4,2,0,197,0.0000
Namibia,Lead Author,4,3,0,175,0.0000
Namibia,Lead Author,5,1,0,195,0.0000
Namibia,Lead Author,5,2,1,236,0.4237
Namibia,Lead Author,5,3,0,243,0.0000
Namibia,Review Editor,3,1,0,21,0.0000
Namibia,Review Editor,3,2,0,34,0.0000
Namibia,Review Editor,3,3,0,19,0.0000
Namibia,Review Editor,4,1,0,26,0.0000
Namibia,Review Editor,4,2,0,46,0.0000
Namibia,Review Editor,4,3,0,26,0.0000
Namibia,Review Editor,5,1,0,50,0.0000
Namibia,Review Editor,5,2,0,66,0.0000
Namibia,Review Editor,5,3,0,36,0.0000
Namibia,Contributing Author,1,1,0,29,0.0000
Namibia,Contributing Author,1,2,0,147,0.0000
Namibia,Contributing Author,1,3,0,9,0.0000
Namibia,Contributing Author,2,1,0,352,0.0000
Namibia,Contributing Author,2,2,0,294,0.0000
Namibia,Contributing Author,2,3,0,28,0.0000
Namibia,Contributing Author,3,1,0,518,0.0000
Namibia,Contributing Author,3,2,0,232,0.0000
Namibia,Contributing Author,3,3,0,71,0.0000
Namibia,Contributing Author,4,1,0,496,0.0000
Namibia,Contributing Author,4,2,0,217,0.0000
Namibia,Contributing Author,4,3,0,84,0.0000
Namibia,Contributing Author,5,1,0,603,0.0000
Namibia,Contributing Author,5,2,0,386,0.0000
Nepal,Coordinating Lead Author,1,1,0,34,0.0000
Nepal,Coordinating Lead Author,1,2,0,13,0.0000
Nepal,Coordinating Lead Author,1,3,0,19,0.0000
Nepal,Coordinating Lead Author,2,1,0,15,0.0000
Nepal,Coordinating Lead Author,2,2,0,43,0.0000
Nepal,Coordinating Lead Author,2,3,0,12,0.0000
Nepal,Coordinating Lead Author,3,1,0,23,0.0000
Nepal,Coordinating Lead Author,3,2,0,42,0.0000
Nepal,Coordinating Lead Author,3,3,0,20,0.0000
Nepal,Coordinating Lead Author,4,1,0,25,0.0000
Nepal,Coordinating Lead Author,4,2,0,51,0.0000
Nepal,Coordinating Lead Author,4,3,0,25,0.0000
Nepal,Coordinating Lead Author,5,1,0,29,0.0000
Nepal,Coordinating Lead Author,5,2,0,64,0.0000
Nepal,Coordinating Lead Author,5,3,0,34,0.0000
Nepal,Lead Author,1,1,0,214,0.0000
Nepal,Lead Author,1,2,0,11,0.0000
Nepal,Lead Author,1,3,1,43,2.3256
Nepal,Lead Author,2,1,0,84,0.0000
Nepal,Lead Author,2,2,1,287,0.3484
Nepal,Lead Author,2,3,0,65,0.0000
Nepal,Lead Author,3,1,0,137,0.0000
Nepal,Lead Author,3,2,1,184,0.5435
Nepal,Lead Author,3,3,0,139,0.0000
Nepal,Lead Author,4,1,0,139,0.0000
Nepal,Lead Author,4,2,0,197,0.0000
Nepal,Lead Author,4,3,0,175,0.0000
Nepal,Lead Author,5,1,0,195,0.0000
Nepal,Lead Author,5,2,0,236,0.0000
Nepal,Lead Author,5,3,0,243,0.0000
Nepal,Review Editor,3,1,0,21,0.0000
Nepal,Review Editor,3,2,0,34,0.0000
Nepal,Review Editor,3,3,0,19,0.0000
Nepal,Review Editor,4,1,0,26,0.0000
Nepal,Review Editor,4,2,0,46,0.0000
Nepal,Review Editor,4,3,0,26,0.0000
Nepal,Review Editor,5,1,0,50,0.0000
Nepal,Review Editor,5,2,0,66,0.0000
Nepal,Review Editor,5,3,0,36,0.0000
Nepal,Contributing Author,1,1,0,29,0.0000
Nepal,Contributing Author,1,2,0,147,0.0000
Nepal,Contributing Author,1,3,0,9,0.0000
Nepal,Contributing Author,2,1,0,352,0.0000
Nepal,Contributing Author,2,2,2,294,0.6803
Nepal,Contributing Author,2,3,0,28,0.0000
Nepal,Contributing Author,3,1,0,518,0.0000
Nepal,Contributing Author,3,2,0,232,0.0000
Nepal,Contributing Author,3,3,0,71,0.0000
Nepal,Contributing Author,4,1,0,496,0.0000
Nepal,Contributing Author,4,2,1,217,0.4608
Nepal,Contributing Author,4,3,0,84,0.0000
Nepal,Contributing Author,5,1,0,603,0.0000
Nepal,Contributing Author,5,2,1,386,0.2591
Netherlands,Coordinating Lead Author,1,1,1,34,2.9412
Netherlands,Coordinating Lead Author,1,2,0,13,0.0000
Netherlands,Coordinating Lead Author,1,3,1,19,5.2632
Netherlands,Coordinating Lead Author,2,1,1,15,6.6667
Netherlands,Coordinating Lead Author,2,2,2,43,4.6512
Netherlands,Coordinating Lead Author,2,3,0,12,0.0000
Netherlands,Coordinating Lead Author,3,1,1,23,4.3478
Netherlands,Coordinating Lead Author,3,2,1,42,2.3810
Netherlands,Coordinating Lead Author,3,3,1,20,5.0000
Netherlands,Coordinating Lead Author,4,1,0,25,0.0000
Netherlands,Coordinating Lead Author,4,2,0,51,0.0000
Netherlands,Coordinating Lead Author,4,3,1,25,4.0000
Netherlands,Coordinating Lead Author,5,1,1,29,3.4483
Netherlands,Coordinating Lead Author,5,2,0,64,0.0000
Netherlands,Coordinating Lead Author,5,3,1,34,2.9412
Netherlands,Lead Author,1,1,4,214,1.8692
Netherlands,Lead Author,1,2,0,11,0.0000
Netherlands,Lead Author,1,3,3,43,6.9767
Netherlands,Lead Author,2,1,2,84,2.3810
Netherlands,Lead Author,2,2,10,287,3.4843
Netherlands,Lead Author,2,3,4,65,6.1538
Netherlands,Lead Author,3,1,2,137,1.4599
Netherlands,Lead Author,3,2,5,184,2.7174
Netherlands,Lead Author,3,3,7,139,5.0360
Netherlands,Lead Author,4,1,2,139,1.4388
Netherlands,Lead Author,4,2,4,197,2.0305
Netherlands,Lead Author,4,3,15,175,8.5714
Netherlands,Lead Author,5,1,1,195,0.5128
Netherlands,Lead Author,5,2,3,236,1.2712
Netherlands,Lead Author,5,3,9,243,3.7037
Netherlands,Review Editor,3,1,0,21,0.0000
Netherlands,Review Editor,3,2,1,34,2.9412
Netherlands,Review Editor,3,3,1,19,5.2632
Netherlands,Review Editor,4,1,1,26,3.8462
Netherlands,Review Editor,4,2,1,46,2.1739
Netherlands,Review Editor,4,3,1,26,3.8462
Netherlands,Review Editor,5,1,1,50,2.0000
Netherlands,Review Editor,5,2,1,66,1.5152
Netherlands,Review Editor,5,3,1,36,2.7778
Netherlands,Contributing Author,1,1,1,29,3.4483
Netherlands,Contributing Author,1,2,2,147,1.3605
Netherlands,Contributing Author,1,3,1,9,11.1111
Netherlands,Contributing Author,2,1,6,352,1.7045
Netherlands,Contributing Author,2,2,7,294,2.3810
Netherlands,Contributing Author,2,3,1,28,3.5714
Netherlands,Contributing Author,3,1,9,518,1.7375
Netherlands,Contributing Author,3,2,0,232,0.0000
Netherlands,Contributing Author,3,3,4,71,5.6338
Netherlands,Contributing Author,4,1,7,496,1.4113
Netherlands,Contributing Author,4,2,6,217,2.7650
Netherlands,Contributing Author,4,3,11,84,13.0952
Netherlands,Contributing Author,5,1,25,603,4.1459
Netherlands,Contributing Author,5,2,12,386,3.1088
New Zealand,Coordinating Lead Author,1,1,0,34,0.0000
New Zealand,Coordinating Lead Author,1,2,0,13,0.0000
New Zealand,Coordinating Lead Author,1,3,1,19,5.2632
New Zealand,Coordinating Lead Author,2,1,1,15,6.6667
New Zealand,Coordinating Lead Author,2,2,1,43,2.3256
New Zealand,Coordinating Lead Author,2,3,0,12,0.0000
New Zealand,Coordinating Lead Author,3,1,0,23,0.0000
New Zealand,Coordinating Lead Author,3,2,3,42,7.1429
New Zealand,Coordinating Lead Author,3,3,0,20,0.0000
New Zealand,Coordinating Lead Author,4,1,0,25,0.0000
New Zealand,Coordinating Lead Author,4,2,1,51,1.9608
New Zealand,Coordinating Lead Author,4,3,1,25,4.0000
New Zealand,Coordinating Lead Author,5,1,0,29,0.0000
New Zealand,Coordinating Lead Author,5,2,2,64,3.1250
New Zealand,Coordinating Lead Author,5,3,1,34,2.9412
New Zealand,Lead Author,1,1,0,214,0.0000
New Zealand,Lead Author,1,2,0,11,0.0000
New Zealand,Lead Author,1,3,3,43,6.9767
New Zealand,Lead Author,2,1,1,84,1.1905
New Zealand,Lead Author,2,2,3,287,1.0453
New Zealand,Lead Author,2,3,0,65,0.0000
New Zealand,Lead Author,3,1,1,137,0.7299
New Zealand,Lead Author,3,2,5,184,2.7174
New Zealand,Lead Author,3,3,1,139,0.7194
New Zealand,Lead Author,4,1,3,139,2.1583
New Zealand,Lead Author,4,2,7,197,3.5533
New Zealand,Lead Author,4,3,2,175,1.1429
New Zealand,Lead Author,5,1,3,195,1.5385
New Zealand,Lead Author,5,2,5,236,2.1186
New Zealand,Lead Author,5,3,3,243,1.2346
New Zealand,Review Editor,3,1,0,21,0.0000
New Zealand,Review Editor,3,2,1,34,2.9412
New Zealand,Review Editor,3,3,0,19,0.0000
New Zealand,Review Editor,4,1,1,26,3.8462
New Zealand,Review Editor,4,2,1,46,2.1739
New Zealand,Review Editor,4,3,0,26,0.0000
New Zealand,Review Editor,5,1,1,50,2.0000
New Zealand,Review Editor,5,2,1,66,1.5152
New Zealand,Review Editor,5,3,0,36,0.0000
New Zealand,Contributing Author,1,1,0,29,0.0000
New Zealand,Contributing Author,1,2,4,147,2.7211
New Zealand,Contributing Author,1,3,0,9,0.0000
New Zealand,Contributing Author,2,1,1,352,0.2841
New Zealand,Contributing Author,2,2,7,294,2.3810
New Zealand,Contributing Author,2,3,0,28,0.0000
New Zealand,Contributing Author,3,1,6,518,1.1583
New Zealand,Contributing Author,3,2,2,232,0.8621
New Zealand,Contributing Author,3,3,0,71,0.0000
New Zealand,Contributing Author,4,1,5,496,1.0081
New Zealand,Contributing Author,4,2,7,217,3.2258
New Zealand,Contributing Author,4,3,2,84,2.3810
New Zealand,Contributing Author,5,1,4,603,0.6633
New Zealand,Contributing Author,5,2,13,386,3.3679
Nigeria,Coordinating Lead Author,1,1,0,34,0.0000
Nigeria,Coordinating Lead Author,1,2,0,13,0.0000
Nigeria,Coordinating Lead Author,1,3,0,19,0.0000
Nigeria,Coordinating Lead Author,2,1,0,15,0.0000
Nigeria,Coordinating Lead Author,2,2,0,43,0.0000
Nigeria,Coordinating Lead Author,2,3,0,12,0.0000
Nigeria,Coordinating Lead Author,3,1,0,23,0.0000
Nigeria,Coordinating Lead Author,3,2,0,42,0.0000
Nigeria,Coordinating Lead Author,3,3,0,20,0.0000
Nigeria,Coordinating Lead Author,4,1,0,25,0.0000
Nigeria,Coordinating Lead Author,4,2,1,51,1.9608
Nigeria,Coordinating Lead Author,4,3,0,25,0.0000
Nigeria,Coordinating Lead Author,5,1,0,29,0.0000
Nigeria,Coordinating Lead Author,5,2,0,64,0.0000
Nigeria,Coordinating Lead Author,5,3,0,34,0.0000
Nigeria,Lead Author,1,1,2,214,0.9346
Nigeria,Lead Author,1,2,0,11,0.0000
Nigeria,Lead Author,1,3,0,43,0.0000
Nigeria,Lead Author,2,1,0,84,0.0000
Nigeria,Lead Author,2,2,0,287,0.0000
Nigeria,Lead Author,2,3,0,65,0.0000
Nigeria,Lead Author,3,1,0,137,0.0000
Nigeria,Lead Author,3,2,4,184,2.1739
Nigeria,Lead Author,3,3,1,139,0.7194
Nigeria,Lead Author,4,1,0,139,0.0000
Nigeria,Lead Author,4,2,1,197,0.5076
Nigeria,Lead Author,4,3,3,175,1.7143
Nigeria,Lead Author,5,1,0,195,0.0000
Nigeria,Lead Author,5,2,1,236,0.4237
Nigeria,Lead Author,5,3,0,243,0.0000
Nigeria,Review Editor,3,1,0,21,0.0000
Nigeria,Review Editor,3,2,0,34,0.0000
Nigeria,Review Editor,3,3,0,19,0.0000
Nigeria,Review Editor,4,1,0,26,0.0000
Nigeria,Review Editor,4,2,0,46,0.0000
Nigeria,Review Editor,4,3,0,26,0.0000
Nigeria,Review Editor,5,1,0,50,0.0000
Nigeria,Review Editor,5,2,0,66,0.0000
Nigeria,Review Editor,5,3,0,36,0.0000
Nigeria,Contributing Author,1,1,0,29,0.0000
Nigeria,Contributing Author,1,2,3,147,2.0408
Nigeria,Contributing Author,1,3,0,9,0.0000
Nigeria,Contributing Author,2,1,0,352,0.0000
Nigeria,Contributing Author,2,2,1,294,0.3401
Nigeria,Contributing Author,2,3,0,28,0.0000
Nigeria,Contributing Author,3,1,0,518,0.0000
Nigeria,Contributing Author,3,2,0,232,0.0000
Nigeria,Contributing Author,3,3,0,71,0.0000
Nigeria,Contributing Author,4,1,0,496,0.0000
Nigeria,Contributing Author,4,2,3,217,1.3825
Nigeria,Contributing Author,4,3,0,84,0.0000
Nigeria,Contributing Author,5,1,1,603,0.1658
Nigeria,Contributing Author,5,2,5,386,1.2953
Norway,Coordinating Lead Author,1,1,0,34,0.0000
Norway,Coordinating Lead Author,1,2,0,13,0.0000
Norway,Coordinating Lead Author,1,3,0,19,0.0000
Norway,Coordinating Lead Author,2,1,0,15,0.0000
Norway,Coordinating Lead Author,2,2,0,43,0.0000
Norway,Coordinating Lead Author,2,3,0,12,0.0000
Norway,Coordinating Lead Author,3,1,0,23,0.0000
Norway,Coordinating Lead Author,3,2,0,42,0.0000
Norway,Coordinating Lead Author,3,3,0,20,0.0000
Norway,Coordinating Lead Author,4,1,1,25,4.0000
Norway,Coordinating Lead Author,4,2,0,51,0.0000
Norway,Coordinating Lead Author,4,3,0,25,0.0000
Norway,Coordinating Lead Author,5,1,1,29,3.4483
Norway,Coordinating Lead Author,5,2,0,64,0.0000
Norway,Coordinating Lead Author,5,3,0,34,0.0000
Norway,Lead Author,1,1,1,214,0.4673
Norway,Lead Author,1,2,0,11,0.0000
Norway,Lead Author,1,3,0,43,0.0000
Norway,Lead Author,2,1,1,84,1.1905
Norway,Lead Author,2,2,1,287,0.3484
Norway,Lead Author,2,3,2,65,3.0769
Norway,Lead Author,3,1,3,137,2.1898
Norway,Lead Author,3,2,2,184,1.0870
Norway,Lead Author,3,3,2,139,1.4388
Norway,Lead Author,4,1,4,139,2.8777
Norway,Lead Author,4,2,1,197,0.5076
Norway,Lead Author,4,3,1,175,0.5714
Norway,Lead Author,5,1,4,195,2.0513
Norway,Lead Author,5,2,6,236,2.5424
Norway,Lead Author,5,3,4,243,1.6461
Norway,Review Editor,3,1,0,21,0.0000
Norway,Review Editor,3,2,0,34,0.0000
Norway,Review Editor,3,3,3,19,15.7895
Norway,Review Editor,4,1,0,26,0.0000
Norway,Review Editor,4,2,0,46,0.0000
Norway,Review Editor,4,3,1,26,3.8462
Norway,Review Editor,5,1,1,50,2.0000
Norway,Review Editor,5,2,2,66,3.0303
Norway,Review Editor,5,3,1,36,2.7778
Norway,Contributing Author,1,1,2,29,6.8966
Norway,Contributing Author,1,2,2,147,1.3605
Norway,Contributing Author,1,3,0,9,0.0000
Norway,Contributing Author,2,1,2,352,0.5682
Norway,Contributing Author,2,2,4,294,1.3605
Norway,Contributing Author,2,3,0,28,0.0000
Norway,Contributing Author,3,1,11,518,2.1236
Norway,Contributing Author,3,2,1,232,0.4310
Norway,Contributing Author,3,3,1,71,1.4085
Norway,Contributing Author,4,1,10,496,2.0161
Norway,Contributing Author,4,2,1,217,0.4608
Norway,Contributing Author,4,3,3,84,3.5714
Norway,Contributing Author,5,1,17,603,2.8192
Norway,Contributing Author,5,2,11,386,2.8497
Oman,Coordinating Lead Author,1,1,0,34,0.0000
Oman,Coordinating Lead Author,1,2,0,13,0.0000
Oman,Coordinating Lead Author,1,3,0,19,0.0000
Oman,Coordinating Lead Author,2,1,0,15,0.0000
Oman,Coordinating Lead Author,2,2,0,43,0.0000
Oman,Coordinating Lead Author,2,3,0,12,0.0000
Oman,Coordinating Lead Author,3,1,0,23,0.0000
Oman,Coordinating Lead Author,3,2,0,42,0.0000
Oman,Coordinating Lead Author,3,3,0,20,0.0000
Oman,Coordinating Lead Author,4,1,0,25,0.0000
