ar,wg,chapter,Total,country_id,Country
3,3,8,2,35,France
3,3,8,2,36,Germany
3,3,8,2,1,N/A
3,3,8,1,5,Argentina
3,3,8,1,6,Australia
3,3,8,1,20,Canada
3,3,8,1,22,Chile
3,3,8,1,23,China
3,3,8,1,26,Cuba
3,3,8,1,44,India
3,3,8,1,48,Israel
3,3,8,1,51,Japan
3,3,8,1,80,Peru
3,3,8,1,86,Russian Federation
3,3,9,4,113,USA
3,3,9,3,95,South Africa
3,3,9,2,51,Japan
3,3,9,2,1,N/A
3,3,9,2,117,United Kingdom
3,3,9,1,23,China
3,3,9,1,26,Cuba
3,3,9,1,35,France
3,3,9,1,44,India
3,3,9,1,53,Kenya
3,3,9,1,88,Saudi Arabia
3,3,SPM,7,1,N/A
3,3,SPM,5,113,USA
3,3,SPM,4,107,Netherlands
3,3,SPM,4,117,United Kingdom
3,3,SPM,2,7,Austria
3,3,SPM,2,44,India
3,3,SPM,1,5,Argentina
3,3,SPM,1,28,Denmark
3,3,SPM,1,34,Finland
3,3,SPM,1,35,France
3,3,SPM,1,36,Germany
3,3,SPM,1,51,Japan
3,3,SPM,1,86,Russian Federation
3,3,SPM,1,95,South Africa
3,3,SPM,1,102,Switzerland
3,3,TS,9,113,USA
3,3,TS,5,107,Netherlands
3,3,TS,4,51,Japan
3,3,TS,3,117,United Kingdom
3,3,TS,2,28,Denmark
3,3,TS,2,36,Germany
3,3,TS,1,16,Brazil
3,3,TS,1,23,China
3,3,TS,1,34,Finland
3,3,TS,1,44,India
3,3,TS,1,75,Norway
3,3,TS,1,86,Russian Federation
3,3,TS,1,95,South Africa
4,1,1,13,113,USA
4,1,1,7,36,Germany
4,1,1,5,117,United Kingdom
4,1,1,3,102,Switzerland
4,1,1,2,75,Norway
4,1,1,1,7,Austria
4,1,1,1,23,China
4,1,1,1,35,France
4,1,1,1,69,Morocco
4,1,1,1,107,Netherlands
4,1,1,1,97,Spain
4,1,10,30,113,USA
4,1,10,17,117,United Kingdom
4,1,10,7,36,Germany
4,1,10,7,51,Japan
4,1,10,6,35,France
4,1,10,5,20,Canada
4,1,10,5,102,Switzerland
4,1,10,3,6,Australia
4,1,10,3,10,Belgium
4,1,10,3,23,China
4,1,10,2,107,Netherlands
4,1,10,2,86,Russian Federation
4,1,10,1,34,Finland
4,1,10,1,44,India
4,1,10,1,66,Monaco
4,1,10,1,89,Senegal
4,1,11,13,113,USA
4,1,11,6,117,United Kingdom
4,1,11,5,20,Canada
4,1,11,4,6,Australia
4,1,11,4,36,Germany
4,1,11,3,95,South Africa
4,1,11,2,23,China
4,1,11,2,51,Japan
4,1,11,2,75,Norway
4,1,11,2,102,Switzerland
4,1,11,1,5,Argentina
4,1,11,1,28,Denmark
4,1,11,1,34,Finland
4,1,11,1,35,France
4,1,11,1,44,India
4,1,11,1,46,Iran
4,1,11,1,49,Italy
4,1,11,1,50,Jamaica
4,1,11,1,64,Mexico
4,1,11,1,73,New Zealand
4,1,11,1,85,Romania
4,1,11,1,86,Russian Federation
4,1,11,1,89,Senegal
4,1,11,1,96,South Korea
4,1,11,1,97,Spain
4,1,11,1,101,Sweden
4,1,2,24,113,USA
4,1,2,7,117,United Kingdom
4,1,2,4,36,Germany
4,1,2,4,73,New Zealand
4,1,2,3,102,Switzerland
4,1,2,2,6,Australia
4,1,2,2,35,France
4,1,2,2,51,Japan
4,1,2,2,75,Norway
4,1,2,1,16,Brazil
4,1,2,1,53,Kenya
4,1,2,1,64,Mexico
4,1,2,1,107,Netherlands
4,1,3,39,113,USA
4,1,3,15,117,United Kingdom
4,1,3,3,6,Australia
4,1,3,3,23,China
4,1,3,3,51,Japan
4,1,3,2,5,Argentina
4,1,3,2,36,Germany
4,1,3,2,107,Netherlands
4,1,3,2,102,Switzerland
4,1,3,1,20,Canada
4,1,3,1,35,France
4,1,3,1,44,India
4,1,3,1,46,Iran
4,1,3,1,53,Kenya
4,1,3,1,73,New Zealand
4,1,3,1,85,Romania
4,1,3,1,86,Russian Federation
4,1,3,1,101,Sweden
4,1,3,1,106,The Gambia
4,1,4,22,113,USA
4,1,4,6,20,Canada
4,1,4,6,117,United Kingdom
4,1,4,3,23,China
4,1,4,3,36,Germany
4,1,4,3,51,Japan
4,1,4,3,102,Switzerland
4,1,4,2,6,Australia
4,1,4,2,75,Norway
4,1,4,2,101,Sweden
4,1,4,1,7,Austria
4,1,4,1,10,Belgium
4,1,4,1,22,Chile
4,1,4,1,73,New Zealand
4,1,4,1,86,Russian Federation
4,1,5,30,113,USA
4,1,5,7,117,United Kingdom
4,1,5,6,36,Germany
4,1,5,5,35,France
4,1,5,5,51,Japan
4,1,5,4,6,Australia
4,1,5,2,20,Canada
4,1,5,1,10,Belgium
4,1,5,1,13,Bermuda
4,1,5,1,44,India
4,1,5,1,49,Italy
4,1,5,1,73,New Zealand
4,1,5,1,75,Norway
4,1,5,1,86,Russian Federation
4,1,5,1,96,South Korea
4,1,5,1,97,Spain
4,1,6,16,113,USA
4,1,6,12,35,France
4,1,6,5,102,Switzerland
4,1,6,4,75,Norway
4,1,6,3,36,Germany
4,1,6,3,117,United Kingdom
4,1,6,2,23,China
4,1,6,1,5,Argentina
4,1,6,1,10,Belgium
4,1,6,1,20,Canada
4,1,6,1,44,India
4,1,6,1,53,Kenya
4,1,6,1,86,Russian Federation
4,1,7,28,113,USA
4,1,7,10,36,Germany
4,1,7,8,117,United Kingdom
4,1,7,7,35,France
4,1,7,6,20,Canada
4,1,7,4,6,Australia
4,1,7,2,49,Italy
4,1,7,2,51,Japan
4,1,7,2,102,Switzerland
4,1,7,2,105,Thailand
4,1,7,1,16,Brazil
4,1,7,1,23,China
4,1,7,1,44,India
4,1,7,1,107,Netherlands
4,1,7,1,73,New Zealand
4,1,7,1,75,Norway
4,1,7,1,101,Sweden
4,1,8,31,113,USA
4,1,8,15,117,United Kingdom
4,1,8,7,36,Germany
4,1,8,6,6,Australia
4,1,8,6,51,Japan
4,1,8,5,102,Switzerland
4,1,8,4,10,Belgium
4,1,8,4,20,Canada
4,1,8,4,35,France
4,1,8,2,107,Netherlands
4,1,8,2,86,Russian Federation
4,1,8,1,44,India
4,1,8,1,49,Italy
4,1,8,1,75,Norway
4,1,9,20,113,USA
4,1,9,16,117,United Kingdom
4,1,9,5,20,Canada
4,1,9,4,6,Australia
4,1,9,3,35,France
4,1,9,1,10,Belgium
4,1,9,1,16,Brazil
4,1,9,1,23,China
4,1,9,1,36,Germany
4,1,9,1,51,Japan
4,1,9,1,53,Kenya
4,1,9,1,107,Netherlands
4,1,9,1,102,Switzerland
4,1,SPM,17,113,USA
4,1,SPM,7,117,United Kingdom
4,1,SPM,3,6,Australia
4,1,SPM,3,23,China
4,1,SPM,3,35,France
4,1,SPM,3,36,Germany
4,1,SPM,3,102,Switzerland
4,1,SPM,2,20,Canada
4,1,SPM,2,75,Norway
4,1,SPM,1,5,Argentina
4,1,SPM,1,28,Denmark
4,1,SPM,1,51,Japan
4,1,SPM,1,64,Mexico
4,1,SPM,1,73,New Zealand
4,1,SPM,1,86,Russian Federation
4,1,SPM,1,95,South Africa
4,1,SPM,1,105,Thailand
4,1,TS,16,113,USA
4,1,TS,7,117,United Kingdom
4,1,TS,3,6,Australia
4,1,TS,3,23,China
4,1,TS,3,36,Germany
4,1,TS,3,102,Switzerland
4,1,TS,2,20,Canada
4,1,TS,2,35,France
4,1,TS,2,75,Norway
4,1,TS,2,105,Thailand
4,1,TS,1,5,Argentina
4,1,TS,1,28,Denmark
4,1,TS,1,49,Italy
4,1,TS,1,51,Japan
4,1,TS,1,64,Mexico
4,1,TS,1,73,New Zealand
4,1,TS,1,86,Russian Federation
4,1,TS,1,95,South Africa
4,1,TS,1,106,The Gambia
4,2,1,13,113,USA
4,2,1,8,117,United Kingdom
4,2,1,3,23,China
4,2,1,2,6,Australia
4,2,1,2,20,Canada
4,2,1,2,35,France
4,2,1,2,36,Germany
4,2,1,2,102,Switzerland
4,2,1,1,5,Argentina
4,2,1,1,7,Austria
4,2,1,1,16,Brazil
4,2,1,1,22,Chile
4,2,1,1,27,Czech Republic
4,2,1,1,53,Kenya
4,2,1,1,107,Netherlands
4,2,1,1,73,New Zealand
4,2,1,1,82,Poland
4,2,1,1,94,Slovenia
4,2,1,1,97,Spain
4,2,1,1,109,Trinidad and Tobago
4,2,10,6,23,China
4,2,10,6,51,Japan
4,2,10,4,44,India
4,2,10,2,121,Vietnam
4,2,10,1,6,Australia
4,2,10,1,45,Indonesia
4,2,10,1,46,Iran
4,2,10,1,60,Malaysia
4,2,10,1,68,Mongolia
4,2,10,1,81,Philippines
4,2,10,1,86,Russian Federation
4,2,11,12,6,Australia
4,2,11,10,73,New Zealand
4,2,12,4,117,United Kingdom
4,2,12,2,28,Denmark
4,2,12,2,47,Ireland
4,2,12,2,107,Netherlands
4,2,12,1,7,Austria
4,2,12,1,10,Belgium
4,2,12,1,34,Finland
4,2,12,1,35,France
4,2,12,1,36,Germany
4,2,12,1,38,Greece
4,2,12,1,42,Hungary
4,2,12,1,49,Italy
4,2,12,1,65,Moldova
4,2,12,1,83,Portugal
4,2,12,1,97,Spain
4,2,12,1,101,Sweden
4,2,12,1,102,Switzerland
4,2,12,1,116,Ukraine
4,2,13,4,64,Mexico
4,2,13,3,5,Argentina
4,2,13,3,16,Brazil
4,2,13,2,120,Venezuela
4,2,13,1,14,Bolivia
4,2,13,1,22,Chile
4,2,13,1,25,Costa Rica
4,2,13,1,118,Uruguay
4,2,14,13,113,USA
4,2,14,9,20,Canada
4,2,14,1,117,United Kingdom
4,2,15,9,20,Canada
4,2,15,3,113,USA
4,2,15,2,101,Sweden
4,2,15,1,6,Australia
4,2,15,1,43,Iceland
4,2,15,1,107,Netherlands
4,2,15,1,86,Russian Federation
4,2,15,1,117,United Kingdom
4,2,16,2,51,Japan
4,2,16,2,87,Samoa
4,2,16,2,90,Seychelles
4,2,16,2,113,USA
4,2,16,1,6,Australia
4,2,16,1,9,Barbados
4,2,16,1,11,Belize
4,2,16,1,20,Canada
4,2,16,1,33,Fiji
4,2,16,1,62,Malta
4,2,16,1,73,New Zealand
4,2,16,1,84,Puerto Rico
4,2,16,1,109,Trinidad and Tobago
4,2,17,7,20,Canada
4,2,17,5,117,United Kingdom
4,2,17,5,113,USA
4,2,17,1,16,Brazil
4,2,17,1,35,France
4,2,17,1,36,Germany
4,2,17,1,44,India
4,2,17,1,51,Japan
4,2,17,1,64,Mexico
4,2,17,1,69,Morocco
4,2,17,1,72,Nepal
4,2,17,1,75,Norway
4,2,17,1,81,Philippines
4,2,17,1,101,Sweden
4,2,18,6,117,United Kingdom
4,2,18,3,101,Sweden
4,2,18,2,20,Canada
4,2,18,2,113,USA
4,2,18,1,48,Israel
4,2,18,1,69,Morocco
4,2,18,1,89,Senegal
4,2,18,1,111,Turkey
4,2,19,8,113,USA
4,2,19,2,6,Australia
4,2,19,2,44,India
4,2,19,1,8,Bangladesh
4,2,19,1,10,Belgium
4,2,19,1,20,Canada
4,2,19,1,26,Cuba
4,2,19,1,35,France
4,2,19,1,36,Germany
4,2,19,1,86,Russian Federation
4,2,19,1,117,United Kingdom
4,2,19,1,123,Zimbabwe
4,2,2,4,113,USA
4,2,2,3,117,United Kingdom
4,2,2,2,6,Australia
4,2,2,2,7,Austria
4,2,2,2,10,Belgium
4,2,2,2,34,Finland
4,2,2,2,36,Germany
4,2,2,1,23,China
4,2,2,1,35,France
4,2,2,1,44,India
4,2,2,1,49,Italy
4,2,2,1,64,Mexico
4,2,2,1,107,Netherlands
4,2,20,8,113,USA
4,2,20,2,20,Canada
4,2,20,2,81,Philippines
4,2,20,2,117,United Kingdom
4,2,20,1,8,Bangladesh
4,2,20,1,36,Germany
4,2,20,1,74,Nigeria
4,2,20,1,99,Sudan
4,2,20,1,111,Turkey
4,2,3,5,113,USA
4,2,3,4,117,United Kingdom
4,2,3,3,36,Germany
4,2,3,3,107,Netherlands
4,2,3,2,20,Canada
4,2,3,2,51,Japan
4,2,3,1,44,India
4,2,3,1,64,Mexico
4,2,3,1,82,Poland
4,2,3,1,86,Russian Federation
4,2,3,1,95,South Africa
4,2,3,1,111,Turkey
4,2,4,6,102,Switzerland
4,2,4,3,95,South Africa
4,2,4,2,6,Australia
4,2,4,2,10,Belgium
4,2,4,2,15,Botswana
4,2,4,2,35,France
4,2,4,2,36,Germany
4,2,4,2,117,United Kingdom
4,2,4,2,113,USA
4,2,4,1,5,Argentina
4,2,4,1,20,Canada
4,2,4,1,28,Denmark
4,2,4,1,44,India
4,2,4,1,107,Netherlands
4,2,4,1,80,Peru
4,2,4,1,86,Russian Federation
4,2,4,1,101,Sweden
4,2,5,12,113,USA
4,2,5,2,49,Italy
4,2,5,2,117,United Kingdom
4,2,5,1,6,Australia
4,2,5,1,23,China
4,2,5,1,28,Denmark
4,2,5,1,35,France
4,2,5,1,44,India
4,2,5,1,47,Ireland
4,2,5,1,56,Laos
4,2,5,1,68,Mongolia
4,2,5,1,75,Norway
4,2,5,1,94,Slovenia
4,2,6,6,117,United Kingdom
4,2,6,5,6,Australia
4,2,6,3,113,USA
4,2,6,1,5,Argentina
4,2,6,1,20,Canada
4,2,6,1,47,Ireland
4,2,6,1,51,Japan
4,2,6,1,60,Malaysia
4,2,6,1,63,Mauritius
4,2,6,1,107,Netherlands
4,2,6,1,73,New Zealand
4,2,6,1,92,Singapore
4,2,7,5,113,USA
4,2,7,4,117,United Kingdom
4,2,7,2,101,Sweden
4,2,7,1,22,Chile
4,2,7,1,23,China
4,2,7,1,35,France
4,2,7,1,44,India
4,2,7,1,107,Netherlands
4,2,7,1,75,Norway
4,2,7,1,95,South Africa
4,2,7,1,98,Sri Lanka
4,2,7,1,102,Switzerland
4,2,8,4,113,USA
4,2,8,3,73,New Zealand
4,2,8,3,117,United Kingdom
4,2,8,2,6,Australia
4,2,8,2,8,Bangladesh
4,2,8,2,36,Germany
4,2,8,2,102,Switzerland
4,2,8,1,5,Argentina
4,2,8,1,16,Brazil
4,2,8,1,20,Canada
4,2,8,1,44,India
4,2,8,1,49,Italy
4,2,8,1,70,Mozambique
4,2,8,1,86,Russian Federation
4,2,8,1,97,Spain
4,2,9,5,117,United Kingdom
4,2,9,3,74,Nigeria
4,2,9,3,95,South Africa
4,2,9,2,21,Chad
4,2,9,2,30,Egypt
4,2,9,2,35,France
4,2,9,2,53,Kenya
4,2,9,2,113,USA
4,2,9,1,3,Algeria
4,2,9,1,12,Benin
4,2,9,1,69,Morocco
4,2,9,1,89,Senegal
4,2,9,1,99,Sudan
4,2,9,1,104,Tanzania
4,2,SPM,9,113,USA
4,2,SPM,8,117,United Kingdom
4,2,SPM,5,6,Australia
4,2,SPM,3,20,Canada
4,2,SPM,3,36,Germany
4,2,SPM,3,44,India
4,2,SPM,2,5,Argentina
4,2,SPM,2,23,China
4,2,SPM,2,35,France
4,2,SPM,2,51,Japan
4,2,SPM,2,64,Mexico
4,2,SPM,2,81,Philippines
4,2,SPM,2,86,Russian Federation
4,2,SPM,2,95,South Africa
4,2,SPM,1,9,Barbados
4,2,SPM,1,10,Belgium
4,2,SPM,1,16,Brazil
4,2,SPM,1,22,Chile
4,2,SPM,1,34,Finland
4,2,SPM,1,42,Hungary
4,2,SPM,1,69,Morocco
4,2,SPM,1,73,New Zealand
4,2,SPM,1,74,Nigeria
4,2,SPM,1,82,Poland
4,2,SPM,1,89,Senegal
4,2,SPM,1,92,Singapore
4,2,SPM,1,94,Slovenia
4,2,SPM,1,97,Spain
4,2,SPM,1,101,Sweden
4,2,SPM,1,102,Switzerland
4,2,TS,9,117,United Kingdom
4,2,TS,9,113,USA
4,2,TS,4,6,Australia
4,2,TS,4,36,Germany
4,2,TS,3,20,Canada
4,2,TS,3,44,India
4,2,TS,2,5,Argentina
4,2,TS,2,23,China
4,2,TS,2,35,France
4,2,TS,2,51,Japan
4,2,TS,2,64,Mexico
4,2,TS,2,81,Philippines
4,2,TS,2,86,Russian Federation
4,2,TS,2,95,South Africa
4,2,TS,1,9,Barbados
4,2,TS,1,10,Belgium
4,2,TS,1,16,Brazil
4,2,TS,1,22,Chile
4,2,TS,1,34,Finland
4,2,TS,1,42,Hungary
4,2,TS,1,45,Indonesia
4,2,TS,1,69,Morocco
4,2,TS,1,73,New Zealand
4,2,TS,1,74,Nigeria
4,2,TS,1,82,Poland
4,2,TS,1,89,Senegal
4,2,TS,1,92,Singapore
4,2,TS,1,94,Slovenia
4,2,TS,1,97,Spain
4,2,TS,1,101,Sweden
4,2,TS,1,102,Switzerland
4,3,1,2,23,China
4,3,1,2,36,Germany
4,3,1,2,107,Netherlands
4,3,1,1,7,Austria
4,3,1,1,20,Canada
4,3,1,1,35,France
4,3,1,1,51,Japan
4,3,1,1,53,Kenya
4,3,1,1,96,South Korea
4,3,1,1,113,USA
4,3,10,2,23,China
4,3,10,2,34,Finland
4,3,10,2,113,USA
4,3,10,1,7,Austria
4,3,10,1,26,Cuba
4,3,10,1,28,Denmark
4,3,10,1,45,Indonesia
4,3,10,1,51,Japan
4,3,10,1,107,Netherlands
4,3,10,1,99,Sudan
4,3,10,1,117,United Kingdom
4,3,11,7,113,USA
4,3,11,3,107,Netherlands
4,3,11,3,117,United Kingdom
4,3,11,2,7,Austria
4,3,11,2,51,Japan
4,3,11,2,75,Norway
4,3,11,1,10,Belgium
4,3,11,1,20,Canada
4,3,11,1,22,Chile
4,3,11,1,23,China
4,3,11,1,36,Germany
4,3,11,1,73,New Zealand
4,3,11,1,74,Nigeria
4,3,11,1,86,Russian Federation
4,3,11,1,88,Saudi Arabia
4,3,11,1,102,Switzerland
4,3,11,1,111,Turkey
4,3,12,3,20,Canada
4,3,12,3,107,Netherlands
4,3,12,3,113,USA
4,3,12,2,6,Australia
4,3,12,2,35,France
4,3,12,1,16,Brazil
4,3,12,1,23,China
4,3,12,1,26,Cuba
4,3,12,1,36,Germany
4,3,12,1,95,South Africa
4,3,12,1,98,Sri Lanka
4,3,12,1,110,Tunisia
4,3,12,1,117,United Kingdom
4,3,13,5,113,USA
4,3,13,2,51,Japan
4,3,13,2,107,Netherlands
4,3,13,1,20,Canada
4,3,13,1,23,China
4,3,13,1,26,Cuba
4,3,13,1,36,Germany
4,3,13,1,44,India
4,3,13,1,45,Indonesia
4,3,13,1,64,Mexico
4,3,13,1,76,Oman
4,3,13,1,102,Switzerland
4,3,2,4,113,USA
4,3,2,3,44,India
4,3,2,2,35,France
4,3,2,1,6,Australia
4,3,2,1,7,Austria
4,3,2,1,23,China
4,3,2,1,28,Denmark
4,3,2,1,29,Ecuador
4,3,2,1,49,Italy
4,3,2,1,51,Japan
4,3,2,1,53,Kenya
4,3,2,1,86,Russian Federation
4,3,2,1,99,Sudan
4,3,2,1,117,United Kingdom
4,3,3,7,113,USA
4,3,3,4,35,France
4,3,3,3,7,Austria
4,3,3,3,51,Japan
4,3,3,2,6,Australia
4,3,3,2,44,India
4,3,3,2,107,Netherlands
4,3,3,1,5,Argentina
4,3,3,1,16,Brazil
4,3,3,1,23,China
4,3,3,1,75,Norway
4,3,3,1,88,Saudi Arabia
4,3,3,1,111,Turkey
4,3,3,1,117,United Kingdom
4,3,4,4,113,USA
4,3,4,2,7,Austria
4,3,4,2,23,China
4,3,4,2,28,Denmark
4,3,4,1,16,Brazil
4,3,4,1,26,Cuba
4,3,4,1,34,Finland
4,3,4,1,51,Japan
4,3,4,1,53,Kenya
4,3,4,1,57,Lithuania
4,3,4,1,73,New Zealand
4,3,4,1,74,Nigeria
4,3,4,1,95,South Africa
4,3,4,1,99,Sudan
4,3,5,4,113,USA
4,3,5,3,51,Japan
4,3,5,2,117,United Kingdom
4,3,5,1,10,Belgium
4,3,5,1,15,Botswana
4,3,5,1,16,Brazil
4,3,5,1,44,India
4,3,5,1,64,Mexico
4,3,5,1,107,Netherlands
4,3,5,1,73,New Zealand
4,3,5,1,75,Norway
4,3,6,5,113,USA
4,3,6,2,23,China
4,3,6,2,42,Hungary
4,3,6,2,107,Netherlands
4,3,6,2,117,United Kingdom
4,3,6,1,20,Canada
4,3,6,1,35,France
4,3,6,1,36,Germany
4,3,6,1,38,Greece
4,3,6,1,49,Italy
4,3,6,1,51,Japan
4,3,6,1,80,Peru
4,3,6,1,95,South Africa
4,3,7,6,113,USA
4,3,7,3,51,Japan
4,3,7,2,35,France
4,3,7,2,36,Germany
4,3,7,2,44,India
4,3,7,2,107,Netherlands
4,3,7,1,6,Australia
4,3,7,1,23,China
4,3,7,1,64,Mexico
4,3,7,1,122,Zambia
4,3,8,4,113,USA
4,3,8,3,117,United Kingdom
4,3,8,2,20,Canada
4,3,8,2,23,China
4,3,8,2,86,Russian Federation
4,3,8,1,6,Australia
4,3,8,1,36,Germany
4,3,8,1,47,Ireland
4,3,8,1,53,Kenya
4,3,8,1,74,Nigeria
4,3,8,1,75,Norway
4,3,8,1,95,South Africa
4,3,8,1,105,Thailand
4,3,8,1,118,Uruguay
4,3,9,6,20,Canada
4,3,9,6,113,USA
4,3,9,5,107,Netherlands
4,3,9,2,16,Brazil
4,3,9,2,64,Mexico
4,3,9,1,5,Argentina
4,3,9,1,7,Austria
4,3,9,1,34,Finland
4,3,9,1,35,France
4,3,9,1,36,Germany
4,3,9,1,44,India
4,3,9,1,45,Indonesia
4,3,9,1,49,Italy
4,3,9,1,51,Japan
4,3,9,1,73,New Zealand
4,3,9,1,80,Peru
4,3,9,1,97,Spain
4,3,9,1,99,Sudan
4,3,9,1,118,Uruguay
4,3,SPM,7,107,Netherlands
4,3,SPM,7,113,USA
4,3,SPM,3,44,India
4,3,SPM,3,117,United Kingdom
4,3,SPM,2,7,Austria
4,3,SPM,1,6,Australia
4,3,SPM,1,16,Brazil
4,3,SPM,1,23,China
4,3,SPM,1,28,Denmark
4,3,SPM,1,42,Hungary
4,3,SPM,1,51,Japan
4,3,SPM,1,64,Mexico
4,3,SPM,1,73,New Zealand
4,3,SPM,1,86,Russian Federation
4,3,SPM,1,91,Sierra Leone
4,3,SPM,1,118,Uruguay
4,3,TS,6,107,Netherlands
4,3,TS,6,113,USA
4,3,TS,3,44,India
4,3,TS,2,7,Austria
4,3,TS,1,5,Argentina
4,3,TS,1,6,Australia
4,3,TS,1,16,Brazil
4,3,TS,1,23,China
4,3,TS,1,28,Denmark
4,3,TS,1,34,Finland
4,3,TS,1,35,France
4,3,TS,1,42,Hungary
4,3,TS,1,51,Japan
4,3,TS,1,53,Kenya
4,3,TS,1,64,Mexico
4,3,TS,1,86,Russian Federation
4,3,TS,1,91,Sierra Leone
4,3,TS,1,117,United Kingdom
4,3,TS,1,118,Uruguay
5,1,1,9,36,Germany
5,1,1,7,113,USA
5,1,1,2,117,United Kingdom
5,1,1,1,23,China
5,1,1,1,35,France
5,1,1,1,49,Italy
5,1,1,1,73,New Zealand
5,1,1,1,75,Norway
5,1,1,1,101,Sweden
5,1,1,1,102,Switzerland
5,1,1,1,111,Turkey
5,1,10,20,113,USA
5,1,10,19,117,United Kingdom
5,1,10,6,102,Switzerland
5,1,10,5,35,France
5,1,10,4,86,Russian Federation
5,1,10,3,6,Australia
5,1,10,3,20,Canada
5,1,10,2,36,Germany
5,1,10,2,122,Zambia
5,1,10,1,7,Austria
5,1,10,1,10,Belgium
5,1,10,1,23,China
5,1,10,1,34,Finland
5,1,10,1,42,Hungary
5,1,10,1,44,India
5,1,10,1,51,Japan
5,1,10,1,64,Mexico
5,1,10,1,69,Morocco
5,1,10,1,75,Norway
5,1,10,1,96,South Korea
5,1,10,1,97,Spain
5,1,11,23,113,USA
5,1,11,12,117,United Kingdom
5,1,11,4,97,Spain
5,1,11,3,107,Netherlands
5,1,11,2,6,Australia
5,1,11,2,20,Canada
5,1,11,2,35,France
5,1,11,2,51,Japan
5,1,11,2,102,Switzerland
5,1,11,1,5,Argentina
5,1,11,1,7,Austria
5,1,11,1,10,Belgium
5,1,11,1,15,Botswana
5,1,11,1,23,China
5,1,11,1,49,Italy
5,1,11,1,85,Romania
5,1,11,1,89,Senegal
5,1,12,22,117,United Kingdom
5,1,12,21,113,USA
5,1,12,7,20,Canada
5,1,12,6,35,France
5,1,12,6,36,Germany
5,1,12,6,102,Switzerland
5,1,12,5,10,Belgium
5,1,12,2,6,Australia
5,1,12,1,23,China
5,1,12,1,69,Morocco
5,1,12,1,100,Swaziland
5,1,13,18,113,USA
5,1,13,12,117,United Kingdom
5,1,13,11,107,Netherlands
5,1,13,7,6,Australia
5,1,13,5,20,Canada
5,1,13,4,36,Germany
5,1,13,3,35,France
5,1,13,2,7,Austria
5,1,13,2,10,Belgium
5,1,13,2,28,Denmark
5,1,13,2,51,Japan
5,1,13,2,75,Norway
5,1,13,2,101,Sweden
5,1,13,1,23,China
5,1,13,1,44,India
5,1,14,36,113,USA
5,1,14,7,117,United Kingdom
5,1,14,6,23,China
5,1,14,6,44,India
5,1,14,5,6,Australia
5,1,14,4,28,Denmark
5,1,14,4,51,Japan
5,1,14,4,96,South Korea
5,1,14,4,97,Spain
5,1,14,3,20,Canada
5,1,14,2,5,Argentina
5,1,14,2,16,Brazil
5,1,14,2,107,Netherlands
5,1,14,2,73,New Zealand
5,1,14,2,95,South Africa
5,1,14,1,35,France
5,1,14,1,45,Indonesia
5,1,14,1,49,Italy
5,1,14,1,64,Mexico
5,1,14,1,77,Qatar
5,1,14,1,101,Sweden
5,1,14,1,102,Switzerland
5,1,14,1,122,Zambia
5,1,2,25,113,USA
5,1,2,11,117,United Kingdom
5,1,2,3,102,Switzerland
5,1,2,2,6,Australia
5,1,2,2,20,Canada
5,1,2,2,36,Germany
5,1,2,2,107,Netherlands
5,1,2,1,5,Argentina
5,1,2,1,7,Austria
5,1,2,1,16,Brazil
5,1,2,1,23,China
5,1,2,1,49,Italy
5,1,2,1,60,Malaysia
5,1,2,1,75,Norway
5,1,2,1,76,Oman
5,1,2,1,83,Portugal
5,1,3,31,113,USA
5,1,3,7,117,United Kingdom
5,1,3,6,36,Germany
5,1,3,6,51,Japan
5,1,3,5,6,Australia
5,1,3,4,35,France
5,1,3,3,20,Canada
5,1,3,3,86,Russian Federation
5,1,3,2,96,South Korea
5,1,3,2,97,Spain
5,1,3,1,7,Austria
5,1,3,1,13,Bermuda
5,1,3,1,16,Brazil
5,1,3,1,23,China
5,1,3,1,43,Iceland
5,1,3,1,75,Norway
5,1,3,1,102,Switzerland
5,1,4,17,113,USA
5,1,4,8,20,Canada
5,1,4,5,117,United Kingdom
5,1,4,3,6,Australia
5,1,4,3,102,Switzerland
5,1,4,2,7,Austria
5,1,4,2,23,China
5,1,4,2,36,Germany
5,1,4,2,75,Norway
5,1,4,1,10,Belgium
5,1,4,1,22,Chile
5,1,4,1,107,Netherlands
5,1,4,1,86,Russian Federation
5,1,5,18,113,USA
5,1,5,9,36,Germany
5,1,5,8,117,United Kingdom
5,1,5,6,35,France
5,1,5,4,6,Australia
5,1,5,4,51,Japan
5,1,5,4,102,Switzerland
5,1,5,3,73,New Zealand
5,1,5,3,75,Norway
5,1,5,2,44,India
5,1,5,2,97,Spain
5,1,5,1,20,Canada
5,1,5,1,22,Chile
5,1,5,1,23,China
5,1,5,1,28,Denmark
5,1,5,1,46,Iran
5,1,5,1,49,Italy
5,1,5,1,86,Russian Federation
5,1,5,1,101,Sweden
5,1,6,33,113,USA
5,1,6,13,117,United Kingdom
5,1,6,12,35,France
5,1,6,9,107,Netherlands
5,1,6,7,36,Germany
5,1,6,5,102,Switzerland
5,1,6,4,51,Japan
5,1,6,3,6,Australia
5,1,6,3,20,Canada
5,1,6,3,75,Norway
5,1,6,2,10,Belgium
5,1,6,2,23,China
5,1,6,1,7,Austria
5,1,6,1,34,Finland
5,1,6,1,44,India
5,1,6,1,49,Italy
5,1,6,1,73,New Zealand
5,1,6,1,96,South Korea
